,Text,Probability
22087,She adores rain but doesn't at all like snow,0.42
22088,She adores rain but doesn't at all like snow,0.42
22089,She adores rain but doesn't at all like snow,0.42
22090,She adores rain but doesn't at all like snow,0.42
22091,She adores rain but doesn't at all like snow,0.42
22092,She adores rain but doesn't at all like snow,0.42
22093,She adores rain but doesn't at all like snow,0.42
22094,She adores rain but doesn't at all like snow,0.42
22095,She adores rain but doesn't at all like snow,0.42
22096,She adores rain but doesn't at all like snow,0.42
22097,She adores rain but doesn't at all like snow,0.42
22098,She adores rain but doesn't at all like thunder,0.21
22099,She adores rain but doesn't at all like thunder,0.21
22100,She adores rain but doesn't at all like thunder,0.21
22101,She adores rain but doesn't at all like thunder,0.21
22102,She adores rain but doesn't at all like thunder,0.21
22103,She adores rain but doesn't at all like thunder,0.21
22104,She adores rain but doesn't at all like thunder,0.21
22105,She adores rain but doesn't at all like thunder,0.21
22106,She adores rain but doesn't at all like thunder,0.21
22107,She adores rain but doesn't at all like thunder,0.21
22108,She adores rain but doesn't at all like thunder,0.21
22109,She adores rain but doesn't at all like thunder,0.21
22110,She adores rain but doesn't at all like thunder,0.21
22111,She adores rain but doesn't at all like thunder,0.21
22112,She adores rain but doesn't at all like puddles,0.05
22113,She adores rain but doesn't at all like puddles,0.05
22114,She adores rain but doesn't at all like puddles,0.05
22115,She adores rain but doesn't at all like sun,0.05
22116,She adores rain but doesn't at all like sun,0.05
22117,She adores rain but doesn't at all like sun,0.05
22118,She adores rain but doesn't at all like storms,0.05
22119,She adores rain but doesn't at all like storms,0.05
22120,She adores rain but doesn't at all like storms,0.05
22121,She adores rain but doesn't at all like lightning,0.04
22122,She adores rain but doesn't at all like lightning,0.04
22123,She adores rain but doesn't at all like wind,0.02
22124,She adores rain but doesn't at all like humidity,0.02
22125,She adores rain but doesn't at all like hail,0.02
22126,She adores rain but doesn't at all like mud,0.02
22127,She adores rain but doesn't at all like water,0.02
22128,She adores rain but doesn't at all like fog,0.02
22129,Jane borrowed money but could not repay her debt,0.48
22130,Jane borrowed money but could not repay her debt,0.48
22131,Jane borrowed money but could not repay her debt,0.48
22132,Jane borrowed money but could not repay her debt,0.48
22133,Jane borrowed money but could not repay her debt,0.48
22134,Jane borrowed money but could not repay her debt,0.48
22135,Jane borrowed money but could not repay her debt,0.48
22136,Jane borrowed money but could not repay her debt,0.48
22137,Jane borrowed money but could not repay her debt,0.48
22138,Jane borrowed money but could not repay her debt,0.48
22139,Jane borrowed money but could not repay her debt,0.48
22140,Jane borrowed money but could not repay her debt,0.48
22141,Jane borrowed money but could not repay her debt,0.48
22142,Jane borrowed money but could not repay her debt,0.48
22143,Jane borrowed money but could not repay her debt,0.48
22144,Jane borrowed money but could not repay her debt,0.48
22145,Jane borrowed money but could not repay her debt,0.48
22146,Jane borrowed money but could not repay her debt,0.48
22147,Jane borrowed money but could not repay her debt,0.48
22148,Jane borrowed money but could not repay her debt,0.48
22149,Jane borrowed money but could not repay her debt,0.48
22150,Jane borrowed money but could not repay her debt,0.48
22151,Jane borrowed money but could not repay her debt,0.48
22152,Jane borrowed money but could not repay her debt,0.48
22153,Jane borrowed money but could not repay her debt,0.48
22154,Jane borrowed money but could not repay her debt,0.48
22155,Jane borrowed money but could not repay her debt,0.48
22156,Jane borrowed money but could not repay her debt,0.48
22157,Jane borrowed money but could not repay her debt,0.48
22158,Jane borrowed money but could not repay her debt,0.48
22159,Jane borrowed money but could not repay her debt,0.48
22160,Jane borrowed money but could not repay her debt,0.48
22161,Jane borrowed money but could not repay her loan,0.25
22162,Jane borrowed money but could not repay her loan,0.25
22163,Jane borrowed money but could not repay her loan,0.25
22164,Jane borrowed money but could not repay her loan,0.25
22165,Jane borrowed money but could not repay her loan,0.25
22166,Jane borrowed money but could not repay her loan,0.25
22167,Jane borrowed money but could not repay her loan,0.25
22168,Jane borrowed money but could not repay her loan,0.25
22169,Jane borrowed money but could not repay her loan,0.25
22170,Jane borrowed money but could not repay her loan,0.25
22171,Jane borrowed money but could not repay her loan,0.25
22172,Jane borrowed money but could not repay her loan,0.25
22173,Jane borrowed money but could not repay her loan,0.25
22174,Jane borrowed money but could not repay her loan,0.25
22175,Jane borrowed money but could not repay her loan,0.25
22176,Jane borrowed money but could not repay her loan,0.25
22177,Jane borrowed money but could not repay her loan,0.25
22178,Jane borrowed money but could not repay her back,0.1
22179,Jane borrowed money but could not repay her back,0.1
22180,Jane borrowed money but could not repay her back,0.1
22181,Jane borrowed money but could not repay her back,0.1
22182,Jane borrowed money but could not repay her back,0.1
22183,Jane borrowed money but could not repay her back,0.1
22184,Jane borrowed money but could not repay her sister,0.03
22185,Jane borrowed money but could not repay her sister,0.03
22186,Jane borrowed money but could not repay her friend,0.03
22187,Jane borrowed money but could not repay her friend,0.03
22188,Jane borrowed money but could not repay her mom,0.03
22189,Jane borrowed money but could not repay her mom,0.03
22190,Jane borrowed money but could not repay her immediately,0.02
22191,Jane borrowed money but could not repay her mother,0.02
22192,"Just below the water, Gary could see the shark's fin",0.67
22193,"Just below the water, Gary could see the shark's fin",0.67
22194,"Just below the water, Gary could see the shark's fin",0.67
22195,"Just below the water, Gary could see the shark's fin",0.67
22196,"Just below the water, Gary could see the shark's fin",0.67
22197,"Just below the water, Gary could see the shark's fin",0.67
22198,"Just below the water, Gary could see the shark's fin",0.67
22199,"Just below the water, Gary could see the shark's fin",0.67
22200,"Just below the water, Gary could see the shark's fin",0.67
22201,"Just below the water, Gary could see the shark's fin",0.67
22202,"Just below the water, Gary could see the shark's fin",0.67
22203,"Just below the water, Gary could see the shark's fin",0.67
22204,"Just below the water, Gary could see the shark's fin",0.67
22205,"Just below the water, Gary could see the shark's fin",0.67
22206,"Just below the water, Gary could see the shark's fin",0.67
22207,"Just below the water, Gary could see the shark's fin",0.67
22208,"Just below the water, Gary could see the shark's fin",0.67
22209,"Just below the water, Gary could see the shark's fin",0.67
22210,"Just below the water, Gary could see the shark's fin",0.67
22211,"Just below the water, Gary could see the shark's fin",0.67
22212,"Just below the water, Gary could see the shark's fin",0.67
22213,"Just below the water, Gary could see the shark's fin",0.67
22214,"Just below the water, Gary could see the shark's fin",0.67
22215,"Just below the water, Gary could see the shark's fin",0.67
22216,"Just below the water, Gary could see the shark's fin",0.67
22217,"Just below the water, Gary could see the shark's fin",0.67
22218,"Just below the water, Gary could see the shark's fin",0.67
22219,"Just below the water, Gary could see the shark's fin",0.67
22220,"Just below the water, Gary could see the shark's fin",0.67
22221,"Just below the water, Gary could see the shark's fin",0.67
22222,"Just below the water, Gary could see the shark's fin",0.67
22223,"Just below the water, Gary could see the shark's fin",0.67
22224,"Just below the water, Gary could see the shark's fin",0.67
22225,"Just below the water, Gary could see the shark's fin",0.67
22226,"Just below the water, Gary could see the shark's fin",0.67
22227,"Just below the water, Gary could see the shark's fin",0.67
22228,"Just below the water, Gary could see the shark's fin",0.67
22229,"Just below the water, Gary could see the shark's fin",0.67
22230,"Just below the water, Gary could see the shark's fin",0.67
22231,"Just below the water, Gary could see the shark's fin",0.67
22232,"Just below the water, Gary could see the shark's fin",0.67
22233,"Just below the water, Gary could see the shark's fin",0.67
22234,"Just below the water, Gary could see the shark's fin",0.67
22235,"Just below the water, Gary could see the shark's fin",0.67
22236,"Just below the water, Gary could see the shark's fin",0.67
22237,"Just below the water, Gary could see the shark's teeth",0.08
22238,"Just below the water, Gary could see the shark's teeth",0.08
22239,"Just below the water, Gary could see the shark's teeth",0.08
22240,"Just below the water, Gary could see the shark's teeth",0.08
22241,"Just below the water, Gary could see the shark's teeth",0.08
22242,"Just below the water, Gary could see the shark's outline",0.05
22243,"Just below the water, Gary could see the shark's outline",0.05
22244,"Just below the water, Gary could see the shark's outline",0.05
22245,"Just below the water, Gary could see the shark's eyes",0.04
22246,"Just below the water, Gary could see the shark's eyes",0.04
22247,"Just below the water, Gary could see the shark's body",0.04
22248,"Just below the water, Gary could see the shark's body",0.04
22249,"Just below the water, Gary could see the shark's shadow",0.03
22250,"Just below the water, Gary could see the shark's shadow",0.03
22251,"Just below the water, Gary could see the shark's tail",0.03
22252,"Just below the water, Gary could see the shark's tail",0.03
22253,"Just below the water, Gary could see the shark's mouth",0.02
22254,The workout was so hard that it made me sweat,0.4
22255,The workout was so hard that it made me sweat,0.4
22256,The workout was so hard that it made me sweat,0.4
22257,The workout was so hard that it made me sweat,0.4
22258,The workout was so hard that it made me sweat,0.4
22259,The workout was so hard that it made me sweat,0.4
22260,The workout was so hard that it made me sweat,0.4
22261,The workout was so hard that it made me sweat,0.4
22262,The workout was so hard that it made me sweat,0.4
22263,The workout was so hard that it made me sweat,0.4
22264,The workout was so hard that it made me sweat,0.4
22265,The workout was so hard that it made me sweat,0.4
22266,The workout was so hard that it made me sweat,0.4
22267,The workout was so hard that it made me sweat,0.4
22268,The workout was so hard that it made me sweat,0.4
22269,The workout was so hard that it made me sweat,0.4
22270,The workout was so hard that it made me sweat,0.4
22271,The workout was so hard that it made me sweat,0.4
22272,The workout was so hard that it made me sweat,0.4
22273,The workout was so hard that it made me sweat,0.4
22274,The workout was so hard that it made me sweat,0.4
22275,The workout was so hard that it made me sweat,0.4
22276,The workout was so hard that it made me sweat,0.4
22277,The workout was so hard that it made me sweat,0.4
22278,The workout was so hard that it made me sweat,0.4
22279,The workout was so hard that it made me sweat,0.4
22280,The workout was so hard that it made me sweat,0.4
22281,The workout was so hard that it made me tired,0.11
22282,The workout was so hard that it made me tired,0.11
22283,The workout was so hard that it made me tired,0.11
22284,The workout was so hard that it made me tired,0.11
22285,The workout was so hard that it made me tired,0.11
22286,The workout was so hard that it made me tired,0.11
22287,The workout was so hard that it made me tired,0.11
22288,The workout was so hard that it made me vomit,0.08
22289,The workout was so hard that it made me vomit,0.08
22290,The workout was so hard that it made me vomit,0.08
22291,The workout was so hard that it made me vomit,0.08
22292,The workout was so hard that it made me vomit,0.08
22293,The workout was so hard that it made me exhausted,0.06
22294,The workout was so hard that it made me exhausted,0.06
22295,The workout was so hard that it made me exhausted,0.06
22296,The workout was so hard that it made me exhausted,0.06
22297,The workout was so hard that it made me puke,0.06
22298,The workout was so hard that it made me puke,0.06
22299,The workout was so hard that it made me puke,0.06
22300,The workout was so hard that it made me puke,0.06
22301,The workout was so hard that it made me cry,0.06
22302,The workout was so hard that it made me cry,0.06
22303,The workout was so hard that it made me cry,0.06
22304,The workout was so hard that it made me cry,0.06
22305,The workout was so hard that it made me faint,0.04
22306,The workout was so hard that it made me faint,0.04
22307,The workout was so hard that it made me sick,0.03
22308,The workout was so hard that it made me sick,0.03
22309,The workout was so hard that it made me sore,0.03
22310,The workout was so hard that it made me sore,0.03
22311,The workout was so hard that it made me pant,0.02
22312,The workout was so hard that it made me ache,0.02
22313,The silly girl forgot the password to her house alarm,0.46
22314,The silly girl forgot the password to her house alarm,0.46
22315,The silly girl forgot the password to her house alarm,0.46
22316,The silly girl forgot the password to her house alarm,0.46
22317,The silly girl forgot the password to her house alarm,0.46
22318,The silly girl forgot the password to her house alarm,0.46
22319,The silly girl forgot the password to her house alarm,0.46
22320,The silly girl forgot the password to her house alarm,0.46
22321,The silly girl forgot the password to her house alarm,0.46
22322,The silly girl forgot the password to her house alarm,0.46
22323,The silly girl forgot the password to her house alarm,0.46
22324,The silly girl forgot the password to her house alarm,0.46
22325,The silly girl forgot the password to her house alarm,0.46
22326,The silly girl forgot the password to her house alarm,0.46
22327,The silly girl forgot the password to her house alarm,0.46
22328,The silly girl forgot the password to her house alarm,0.46
22329,The silly girl forgot the password to her house alarm,0.46
22330,The silly girl forgot the password to her house alarm,0.46
22331,The silly girl forgot the password to her house alarm,0.46
22332,The silly girl forgot the password to her house alarm,0.46
22333,The silly girl forgot the password to her house alarm,0.46
22334,The silly girl forgot the password to her house alarm,0.46
22335,The silly girl forgot the password to her house alarm,0.46
22336,The silly girl forgot the password to her house alarm,0.46
22337,The silly girl forgot the password to her house alarm,0.46
22338,The silly girl forgot the password to her house alarm,0.46
22339,The silly girl forgot the password to her house alarm,0.46
22340,The silly girl forgot the password to her house alarm,0.46
22341,The silly girl forgot the password to her house alarm,0.46
22342,The silly girl forgot the password to her house alarm,0.46
22343,The silly girl forgot the password to her house alarm,0.46
22344,The silly girl forgot the password to her house lock,0.13
22345,The silly girl forgot the password to her house lock,0.13
22346,The silly girl forgot the password to her house lock,0.13
22347,The silly girl forgot the password to her house lock,0.13
22348,The silly girl forgot the password to her house lock,0.13
22349,The silly girl forgot the password to her house lock,0.13
22350,The silly girl forgot the password to her house lock,0.13
22351,The silly girl forgot the password to her house lock,0.13
22352,The silly girl forgot the password to her house door,0.1
22353,The silly girl forgot the password to her house door,0.1
22354,The silly girl forgot the password to her house door,0.1
22355,The silly girl forgot the password to her house door,0.1
22356,The silly girl forgot the password to her house door,0.1
22357,The silly girl forgot the password to her house door,0.1
22358,The silly girl forgot the password to her house computer,0.1
22359,The silly girl forgot the password to her house computer,0.1
22360,The silly girl forgot the password to her house computer,0.1
22361,The silly girl forgot the password to her house computer,0.1
22362,The silly girl forgot the password to her house computer,0.1
22363,The silly girl forgot the password to her house computer,0.1
22364,The silly girl forgot the password to her house wifi,0.04
22365,The silly girl forgot the password to her house wifi,0.04
22366,The silly girl forgot the password to her house safe,0.03
22367,The silly girl forgot the password to her house safe,0.03
22368,The silly girl forgot the password to her house keypad,0.03
22369,The silly girl forgot the password to her house keypad,0.03
22370,The silly girl forgot the password to her house code,0.02
22371,The silly girl forgot the password to her house garage,0.02
22372,The silly girl forgot the password to her house security,0.02
22373,His mother cautioned him about letting the bananas rot,0.38
22374,His mother cautioned him about letting the bananas rot,0.38
22375,His mother cautioned him about letting the bananas rot,0.38
22376,His mother cautioned him about letting the bananas rot,0.38
22377,His mother cautioned him about letting the bananas rot,0.38
22378,His mother cautioned him about letting the bananas rot,0.38
22379,His mother cautioned him about letting the bananas rot,0.38
22380,His mother cautioned him about letting the bananas rot,0.38
22381,His mother cautioned him about letting the bananas rot,0.38
22382,His mother cautioned him about letting the bananas rot,0.38
22383,His mother cautioned him about letting the bananas rot,0.38
22384,His mother cautioned him about letting the bananas rot,0.38
22385,His mother cautioned him about letting the bananas rot,0.38
22386,His mother cautioned him about letting the bananas rot,0.38
22387,His mother cautioned him about letting the bananas rot,0.38
22388,His mother cautioned him about letting the bananas rot,0.38
22389,His mother cautioned him about letting the bananas rot,0.38
22390,His mother cautioned him about letting the bananas rot,0.38
22391,His mother cautioned him about letting the bananas rot,0.38
22392,His mother cautioned him about letting the bananas rot,0.38
22393,His mother cautioned him about letting the bananas rot,0.38
22394,His mother cautioned him about letting the bananas rot,0.38
22395,His mother cautioned him about letting the bananas rot,0.38
22396,His mother cautioned him about letting the bananas rot,0.38
22397,His mother cautioned him about letting the bananas rot,0.38
22398,His mother cautioned him about letting the bananas ripen,0.29
22399,His mother cautioned him about letting the bananas ripen,0.29
22400,His mother cautioned him about letting the bananas ripen,0.29
22401,His mother cautioned him about letting the bananas ripen,0.29
22402,His mother cautioned him about letting the bananas ripen,0.29
22403,His mother cautioned him about letting the bananas ripen,0.29
22404,His mother cautioned him about letting the bananas ripen,0.29
22405,His mother cautioned him about letting the bananas ripen,0.29
22406,His mother cautioned him about letting the bananas ripen,0.29
22407,His mother cautioned him about letting the bananas ripen,0.29
22408,His mother cautioned him about letting the bananas ripen,0.29
22409,His mother cautioned him about letting the bananas ripen,0.29
22410,His mother cautioned him about letting the bananas ripen,0.29
22411,His mother cautioned him about letting the bananas ripen,0.29
22412,His mother cautioned him about letting the bananas ripen,0.29
22413,His mother cautioned him about letting the bananas ripen,0.29
22414,His mother cautioned him about letting the bananas ripen,0.29
22415,His mother cautioned him about letting the bananas ripen,0.29
22416,His mother cautioned him about letting the bananas ripen,0.29
22417,His mother cautioned him about letting the bananas spoil,0.14
22418,His mother cautioned him about letting the bananas spoil,0.14
22419,His mother cautioned him about letting the bananas spoil,0.14
22420,His mother cautioned him about letting the bananas spoil,0.14
22421,His mother cautioned him about letting the bananas spoil,0.14
22422,His mother cautioned him about letting the bananas spoil,0.14
22423,His mother cautioned him about letting the bananas spoil,0.14
22424,His mother cautioned him about letting the bananas spoil,0.14
22425,His mother cautioned him about letting the bananas spoil,0.14
22426,His mother cautioned him about letting the bananas sit,0.05
22427,His mother cautioned him about letting the bananas sit,0.05
22428,His mother cautioned him about letting the bananas sit,0.05
22429,His mother cautioned him about letting the bananas mold,0.03
22430,His mother cautioned him about letting the bananas mold,0.03
22431,His mother cautioned him about letting the bananas brown,0.02
22432,"After canoeing all day, May's arms were tired",0.46
22433,"After canoeing all day, May's arms were tired",0.46
22434,"After canoeing all day, May's arms were tired",0.46
22435,"After canoeing all day, May's arms were tired",0.46
22436,"After canoeing all day, May's arms were tired",0.46
22437,"After canoeing all day, May's arms were tired",0.46
22438,"After canoeing all day, May's arms were tired",0.46
22439,"After canoeing all day, May's arms were tired",0.46
22440,"After canoeing all day, May's arms were tired",0.46
22441,"After canoeing all day, May's arms were tired",0.46
22442,"After canoeing all day, May's arms were tired",0.46
22443,"After canoeing all day, May's arms were tired",0.46
22444,"After canoeing all day, May's arms were tired",0.46
22445,"After canoeing all day, May's arms were tired",0.46
22446,"After canoeing all day, May's arms were tired",0.46
22447,"After canoeing all day, May's arms were tired",0.46
22448,"After canoeing all day, May's arms were tired",0.46
22449,"After canoeing all day, May's arms were tired",0.46
22450,"After canoeing all day, May's arms were tired",0.46
22451,"After canoeing all day, May's arms were tired",0.46
22452,"After canoeing all day, May's arms were tired",0.46
22453,"After canoeing all day, May's arms were tired",0.46
22454,"After canoeing all day, May's arms were tired",0.46
22455,"After canoeing all day, May's arms were tired",0.46
22456,"After canoeing all day, May's arms were tired",0.46
22457,"After canoeing all day, May's arms were tired",0.46
22458,"After canoeing all day, May's arms were tired",0.46
22459,"After canoeing all day, May's arms were tired",0.46
22460,"After canoeing all day, May's arms were tired",0.46
22461,"After canoeing all day, May's arms were tired",0.46
22462,"After canoeing all day, May's arms were tired",0.46
22463,"After canoeing all day, May's arms were sore",0.41
22464,"After canoeing all day, May's arms were sore",0.41
22465,"After canoeing all day, May's arms were sore",0.41
22466,"After canoeing all day, May's arms were sore",0.41
22467,"After canoeing all day, May's arms were sore",0.41
22468,"After canoeing all day, May's arms were sore",0.41
22469,"After canoeing all day, May's arms were sore",0.41
22470,"After canoeing all day, May's arms were sore",0.41
22471,"After canoeing all day, May's arms were sore",0.41
22472,"After canoeing all day, May's arms were sore",0.41
22473,"After canoeing all day, May's arms were sore",0.41
22474,"After canoeing all day, May's arms were sore",0.41
22475,"After canoeing all day, May's arms were sore",0.41
22476,"After canoeing all day, May's arms were sore",0.41
22477,"After canoeing all day, May's arms were sore",0.41
22478,"After canoeing all day, May's arms were sore",0.41
22479,"After canoeing all day, May's arms were sore",0.41
22480,"After canoeing all day, May's arms were sore",0.41
22481,"After canoeing all day, May's arms were sore",0.41
22482,"After canoeing all day, May's arms were sore",0.41
22483,"After canoeing all day, May's arms were sore",0.41
22484,"After canoeing all day, May's arms were sore",0.41
22485,"After canoeing all day, May's arms were sore",0.41
22486,"After canoeing all day, May's arms were sore",0.41
22487,"After canoeing all day, May's arms were sore",0.41
22488,"After canoeing all day, May's arms were sore",0.41
22489,"After canoeing all day, May's arms were sore",0.41
22490,"After canoeing all day, May's arms were exhausted",0.02
22491,"After canoeing all day, May's arms were sunburnt",0.02
22492,"After canoeing all day, May's arms were stiff",0.02
22493,The couple realized they needed new crystal glasses,0.36
22494,The couple realized they needed new crystal glasses,0.36
22495,The couple realized they needed new crystal glasses,0.36
22496,The couple realized they needed new crystal glasses,0.36
22497,The couple realized they needed new crystal glasses,0.36
22498,The couple realized they needed new crystal glasses,0.36
22499,The couple realized they needed new crystal glasses,0.36
22500,The couple realized they needed new crystal glasses,0.36
22501,The couple realized they needed new crystal glasses,0.36
22502,The couple realized they needed new crystal glasses,0.36
22503,The couple realized they needed new crystal glasses,0.36
22504,The couple realized they needed new crystal glasses,0.36
22505,The couple realized they needed new crystal glasses,0.36
22506,The couple realized they needed new crystal glasses,0.36
22507,The couple realized they needed new crystal glasses,0.36
22508,The couple realized they needed new crystal glasses,0.36
22509,The couple realized they needed new crystal glasses,0.36
22510,The couple realized they needed new crystal glasses,0.36
22511,The couple realized they needed new crystal glasses,0.36
22512,The couple realized they needed new crystal glasses,0.36
22513,The couple realized they needed new crystal glasses,0.36
22514,The couple realized they needed new crystal glasses,0.36
22515,The couple realized they needed new crystal glasses,0.36
22516,The couple realized they needed new crystal glasses,0.36
22517,The couple realized they needed new crystal vase,0.13
22518,The couple realized they needed new crystal vase,0.13
22519,The couple realized they needed new crystal vase,0.13
22520,The couple realized they needed new crystal vase,0.13
22521,The couple realized they needed new crystal vase,0.13
22522,The couple realized they needed new crystal vase,0.13
22523,The couple realized they needed new crystal vase,0.13
22524,The couple realized they needed new crystal vase,0.13
22525,The couple realized they needed new crystal goblets,0.11
22526,The couple realized they needed new crystal goblets,0.11
22527,The couple realized they needed new crystal goblets,0.11
22528,The couple realized they needed new crystal goblets,0.11
22529,The couple realized they needed new crystal goblets,0.11
22530,The couple realized they needed new crystal goblets,0.11
22531,The couple realized they needed new crystal goblets,0.11
22532,The couple realized they needed new crystal ball,0.08
22533,The couple realized they needed new crystal ball,0.08
22534,The couple realized they needed new crystal ball,0.08
22535,The couple realized they needed new crystal ball,0.08
22536,The couple realized they needed new crystal ball,0.08
22537,The couple realized they needed new crystal stemware,0.06
22538,The couple realized they needed new crystal stemware,0.06
22539,The couple realized they needed new crystal stemware,0.06
22540,The couple realized they needed new crystal stemware,0.06
22541,The couple realized they needed new crystal dishes,0.04
22542,The couple realized they needed new crystal dishes,0.04
22543,The couple realized they needed new crystal chandeliers,0.03
22544,The couple realized they needed new crystal chandeliers,0.03
22545,The couple realized they needed new crystal meth,0.02
22546,The couple realized they needed new crystal bowls,0.02
22547,The couple realized they needed new crystal balls,0.02
22548,The couple realized they needed new crystal glassware,0.02
22549,The boxer knocked out his opponent with a sudden punch,0.48
22550,The boxer knocked out his opponent with a sudden punch,0.48
22551,The boxer knocked out his opponent with a sudden punch,0.48
22552,The boxer knocked out his opponent with a sudden punch,0.48
22553,The boxer knocked out his opponent with a sudden punch,0.48
22554,The boxer knocked out his opponent with a sudden punch,0.48
22555,The boxer knocked out his opponent with a sudden punch,0.48
22556,The boxer knocked out his opponent with a sudden punch,0.48
22557,The boxer knocked out his opponent with a sudden punch,0.48
22558,The boxer knocked out his opponent with a sudden punch,0.48
22559,The boxer knocked out his opponent with a sudden punch,0.48
22560,The boxer knocked out his opponent with a sudden punch,0.48
22561,The boxer knocked out his opponent with a sudden punch,0.48
22562,The boxer knocked out his opponent with a sudden punch,0.48
22563,The boxer knocked out his opponent with a sudden punch,0.48
22564,The boxer knocked out his opponent with a sudden punch,0.48
22565,The boxer knocked out his opponent with a sudden punch,0.48
22566,The boxer knocked out his opponent with a sudden punch,0.48
22567,The boxer knocked out his opponent with a sudden punch,0.48
22568,The boxer knocked out his opponent with a sudden punch,0.48
22569,The boxer knocked out his opponent with a sudden punch,0.48
22570,The boxer knocked out his opponent with a sudden punch,0.48
22571,The boxer knocked out his opponent with a sudden punch,0.48
22572,The boxer knocked out his opponent with a sudden punch,0.48
22573,The boxer knocked out his opponent with a sudden punch,0.48
22574,The boxer knocked out his opponent with a sudden punch,0.48
22575,The boxer knocked out his opponent with a sudden punch,0.48
22576,The boxer knocked out his opponent with a sudden punch,0.48
22577,The boxer knocked out his opponent with a sudden punch,0.48
22578,The boxer knocked out his opponent with a sudden punch,0.48
22579,The boxer knocked out his opponent with a sudden punch,0.48
22580,The boxer knocked out his opponent with a sudden punch,0.48
22581,The boxer knocked out his opponent with a sudden jab,0.19
22582,The boxer knocked out his opponent with a sudden jab,0.19
22583,The boxer knocked out his opponent with a sudden jab,0.19
22584,The boxer knocked out his opponent with a sudden jab,0.19
22585,The boxer knocked out his opponent with a sudden jab,0.19
22586,The boxer knocked out his opponent with a sudden jab,0.19
22587,The boxer knocked out his opponent with a sudden jab,0.19
22588,The boxer knocked out his opponent with a sudden jab,0.19
22589,The boxer knocked out his opponent with a sudden jab,0.19
22590,The boxer knocked out his opponent with a sudden jab,0.19
22591,The boxer knocked out his opponent with a sudden jab,0.19
22592,The boxer knocked out his opponent with a sudden jab,0.19
22593,The boxer knocked out his opponent with a sudden blow,0.15
22594,The boxer knocked out his opponent with a sudden blow,0.15
22595,The boxer knocked out his opponent with a sudden blow,0.15
22596,The boxer knocked out his opponent with a sudden blow,0.15
22597,The boxer knocked out his opponent with a sudden blow,0.15
22598,The boxer knocked out his opponent with a sudden blow,0.15
22599,The boxer knocked out his opponent with a sudden blow,0.15
22600,The boxer knocked out his opponent with a sudden blow,0.15
22601,The boxer knocked out his opponent with a sudden blow,0.15
22602,The boxer knocked out his opponent with a sudden blow,0.15
22603,The boxer knocked out his opponent with a sudden uppercut,0.1
22604,The boxer knocked out his opponent with a sudden uppercut,0.1
22605,The boxer knocked out his opponent with a sudden uppercut,0.1
22606,The boxer knocked out his opponent with a sudden uppercut,0.1
22607,The boxer knocked out his opponent with a sudden uppercut,0.1
22608,The boxer knocked out his opponent with a sudden uppercut,0.1
22609,The boxer knocked out his opponent with a sudden hit,0.02
22610,The boxer knocked out his opponent with a sudden smack,0.02
22611,Severe joint pain is often a symptom of arthritis,0.83
22612,Severe joint pain is often a symptom of arthritis,0.83
22613,Severe joint pain is often a symptom of arthritis,0.83
22614,Severe joint pain is often a symptom of arthritis,0.83
22615,Severe joint pain is often a symptom of arthritis,0.83
22616,Severe joint pain is often a symptom of arthritis,0.83
22617,Severe joint pain is often a symptom of arthritis,0.83
22618,Severe joint pain is often a symptom of arthritis,0.83
22619,Severe joint pain is often a symptom of arthritis,0.83
22620,Severe joint pain is often a symptom of arthritis,0.83
22621,Severe joint pain is often a symptom of arthritis,0.83
22622,Severe joint pain is often a symptom of arthritis,0.83
22623,Severe joint pain is often a symptom of arthritis,0.83
22624,Severe joint pain is often a symptom of arthritis,0.83
22625,Severe joint pain is often a symptom of arthritis,0.83
22626,Severe joint pain is often a symptom of arthritis,0.83
22627,Severe joint pain is often a symptom of arthritis,0.83
22628,Severe joint pain is often a symptom of arthritis,0.83
22629,Severe joint pain is often a symptom of arthritis,0.83
22630,Severe joint pain is often a symptom of arthritis,0.83
22631,Severe joint pain is often a symptom of arthritis,0.83
22632,Severe joint pain is often a symptom of arthritis,0.83
22633,Severe joint pain is often a symptom of arthritis,0.83
22634,Severe joint pain is often a symptom of arthritis,0.83
22635,Severe joint pain is often a symptom of arthritis,0.83
22636,Severe joint pain is often a symptom of arthritis,0.83
22637,Severe joint pain is often a symptom of arthritis,0.83
22638,Severe joint pain is often a symptom of arthritis,0.83
22639,Severe joint pain is often a symptom of arthritis,0.83
22640,Severe joint pain is often a symptom of arthritis,0.83
22641,Severe joint pain is often a symptom of arthritis,0.83
22642,Severe joint pain is often a symptom of arthritis,0.83
22643,Severe joint pain is often a symptom of arthritis,0.83
22644,Severe joint pain is often a symptom of arthritis,0.83
22645,Severe joint pain is often a symptom of arthritis,0.83
22646,Severe joint pain is often a symptom of arthritis,0.83
22647,Severe joint pain is often a symptom of arthritis,0.83
22648,Severe joint pain is often a symptom of arthritis,0.83
22649,Severe joint pain is often a symptom of arthritis,0.83
22650,Severe joint pain is often a symptom of arthritis,0.83
22651,Severe joint pain is often a symptom of arthritis,0.83
22652,Severe joint pain is often a symptom of arthritis,0.83
22653,Severe joint pain is often a symptom of arthritis,0.83
22654,Severe joint pain is often a symptom of arthritis,0.83
22655,Severe joint pain is often a symptom of arthritis,0.83
22656,Severe joint pain is often a symptom of arthritis,0.83
22657,Severe joint pain is often a symptom of arthritis,0.83
22658,Severe joint pain is often a symptom of arthritis,0.83
